[2024-10-23 16:39:42] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-23 16:39:42] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-10-23 16:39:42] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-23 16:39:44] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-23 16:39:44] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-23 16:39:44] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-23 16:39:44] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582\
[2024-10-23 16:39:44] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/theproduct12/
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:40:01] [class-ss-page.php:119] Checking Content Identical:e89dfa4ca4c6d31b035dd94fbc512c7509072013===. Value: FALSE
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/imagesloaded/imagesloaded.js
[2024-10-23 16:40:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:44; Total: 623
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926e15b245-rQ3Lja.tmp
[2024-10-23 16:40:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/imagesloaded/imagesloaded.js?simply_static_page=239
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/imagesloaded/imagesloaded.js?simply_static_page=239
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:103] Filesize: 12283 bytes
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/imagesloaded/imagesloaded.js
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/671926e15b245-rQ3Lja.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/plugins/elementor/assets/lib/imagesloaded/imagesloaded.js
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:40:01] [class-ss-page.php:119] Checking Content Identical:eb61466b490fa153b47847e60f3cc9bc91046434===. Value: FALSE
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/imagesloaded/imagesloaded.min.js
[2024-10-23 16:40:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:43; Total: 623
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926e167d3c-RwKxKH.tmp
[2024-10-23 16:40:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/imagesloaded/imagesloaded.min.js?simply_static_page=240
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/imagesloaded/imagesloaded.min.js?simply_static_page=240
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:103] Filesize: 7119 bytes
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/imagesloaded/imagesloaded.min.js
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/671926e167d3c-RwKxKH.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/plugins/elementor/assets/lib/imagesloaded/imagesloaded.min.js
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:40:01] [class-ss-page.php:119] Checking Content Identical:971f68bc0e6ba6c1a96816e211f550831e40bb00===. Value: FALSE
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/inline-editor/js/inline-editor.js
[2024-10-23 16:40:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:42; Total: 623
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926e175086-0WN7d4.tmp
[2024-10-23 16:40:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/inline-editor/js/inline-editor.js?simply_static_page=241
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/inline-editor/js/inline-editor.js?simply_static_page=241
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:103] Filesize: 32250 bytes
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/inline-editor/js/inline-editor.js
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/671926e175086-0WN7d4.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/plugins/elementor/assets/lib/inline-editor/js/inline-editor.js
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:40:01] [class-ss-page.php:119] Checking Content Identical:b267be5f9538991226e1812efea96b957da035ce===. Value: FALSE
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/inline-editor/js/inline-editor.min.js
[2024-10-23 16:40:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:41; Total: 623
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926e1809cd-YttOh4.tmp
[2024-10-23 16:40:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/inline-editor/js/inline-editor.min.js?simply_static_page=242
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/inline-editor/js/inline-editor.min.js?simply_static_page=242
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:103] Filesize: 17655 bytes
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/inline-editor/js/inline-editor.min.js
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/671926e1809cd-YttOh4.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/plugins/elementor/assets/lib/inline-editor/js/inline-editor.min.js
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:40:01] [class-ss-page.php:119] Checking Content Identical:bcd4902da80b0b0c59bb9ab8edfda4022a546dff===. Value: FALSE
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/jquery-easing/jquery-easing.js
[2024-10-23 16:40:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:40; Total: 623
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926e18f3d6-8UcXeh.tmp
[2024-10-23 16:40:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/jquery-easing/jquery-easing.js?simply_static_page=243
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/jquery-easing/jquery-easing.js?simply_static_page=243
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:103] Filesize: 4869 bytes
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/jquery-easing/jquery-easing.js
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/671926e18f3d6-8UcXeh.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/plugins/elementor/assets/lib/jquery-easing/jquery-easing.js
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:40:01] [class-ss-page.php:119] Checking Content Identical:b0c2868149ede3cef9284faa1266cb42b74c6aa8===. Value: FALSE
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/jquery-easing/jquery-easing.min.js
[2024-10-23 16:40:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:39; Total: 623
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926e194e35-dmafbm.tmp
[2024-10-23 16:40:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/jquery-easing/jquery-easing.min.js?simply_static_page=244
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/jquery-easing/jquery-easing.min.js?simply_static_page=244
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:103] Filesize: 3315 bytes
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/jquery-easing/jquery-easing.min.js
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/671926e194e35-dmafbm.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/plugins/elementor/assets/lib/jquery-easing/jquery-easing.min.js
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:40:01] [class-ss-page.php:119] Checking Content Identical:19294713b01052f2585a502c5cfb59731bcd084a===. Value: FALSE
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/jquery-hover-intent/jquery-hover-intent.js
[2024-10-23 16:40:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:38; Total: 623
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926e19a7cb-Juj6qI.tmp
[2024-10-23 16:40:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/jquery-hover-intent/jquery-hover-intent.js?simply_static_page=245
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/jquery-hover-intent/jquery-hover-intent.js?simply_static_page=245
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:103] Filesize: 2063 bytes
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/jquery-hover-intent/jquery-hover-intent.js
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/671926e19a7cb-Juj6qI.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/plugins/elementor/assets/lib/jquery-hover-intent/jquery-hover-intent.js
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:40:01] [class-ss-page.php:119] Checking Content Identical:4e1e9dc47823bb326e4182c9cec8a24d799f4225===. Value: FALSE
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/jquery-hover-intent/jquery-hover-intent.min.js
[2024-10-23 16:40:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:37; Total: 623
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926e1a07e4-l1ytBA.tmp
[2024-10-23 16:40:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/jquery-hover-intent/jquery-hover-intent.min.js?simply_static_page=246
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/jquery-hover-intent/jquery-hover-intent.min.js?simply_static_page=246
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:103] Filesize: 1030 bytes
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/jquery-hover-intent/jquery-hover-intent.min.js
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/671926e1a07e4-l1ytBA.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/plugins/elementor/assets/lib/jquery-hover-intent/jquery-hover-intent.min.js
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:40:01] [class-ss-page.php:119] Checking Content Identical:f2ec00a75b8d908f75d5a32d544099d459df61b1===. Value: FALSE
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.js
[2024-10-23 16:40:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:36; Total: 623
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926e1abc31-8nLbXQ.tmp
[2024-10-23 16:40:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.js?simply_static_page=247
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.js?simply_static_page=247
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:103] Filesize: 3393 bytes
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.js
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/671926e1abc31-8nLbXQ.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.js
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:40:01] [class-ss-page.php:119] Checking Content Identical:c0f0c5c2bae6c40af7782692b567cdcb03fafdf1===. Value: FALSE
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js
[2024-10-23 16:40:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:35; Total: 623
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926e1b12da-zkVDDV.tmp
[2024-10-23 16:40:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?simply_static_page=248
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?simply_static_page=248
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:103] Filesize: 1801 bytes
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/671926e1b12da-zkVDDV.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:40:01] [class-ss-page.php:119] Checking Content Identical:0ff4d5160beb004c439b20c6343044917c629d10===. Value: FALSE
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/nouislider/nouislider.js
[2024-10-23 16:40:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 623
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926e1bc3e2-CuWRwr.tmp
[2024-10-23 16:40:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/nouislider/nouislider.js?simply_static_page=249
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/nouislider/nouislider.js?simply_static_page=249
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:103] Filesize: 87550 bytes
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/nouislider/nouislider.js
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/671926e1bc3e2-CuWRwr.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/plugins/elementor/assets/lib/nouislider/nouislider.js
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:40:01] [class-ss-page.php:119] Checking Content Identical:b63b550333ca58a6a69ce0628e0ba4cfa6c21c91===. Value: FALSE
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/nouislider/nouislider.min.js
[2024-10-23 16:40:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 623
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926e1ca658-QmRFbb.tmp
[2024-10-23 16:40:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/nouislider/nouislider.min.js?simply_static_page=250
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/nouislider/nouislider.min.js?simply_static_page=250
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:103] Filesize: 23000 bytes
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/nouislider/nouislider.min.js
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/671926e1ca658-QmRFbb.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/plugins/elementor/assets/lib/nouislider/nouislider.min.js
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:40:01] [class-ss-page.php:119] Checking Content Identical:a5740240de46520e247f2156911a81a9056897f5===. Value: FALSE
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/nprogress/nprogress.js
[2024-10-23 16:40:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 623
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926e1da332-BZAc9K.tmp
[2024-10-23 16:40:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/nprogress/nprogress.js?simply_static_page=251
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/nprogress/nprogress.js?simply_static_page=251
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:103] Filesize: 11565 bytes
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/nprogress/nprogress.js
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/671926e1da332-BZAc9K.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/plugins/elementor/assets/lib/nprogress/nprogress.js
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:40:01] [class-ss-page.php:119] Checking Content Identical:a7e1146d2021c42e68b599dc8bcc69d44fc31df3===. Value: FALSE
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/nprogress/nprogress.min.js
[2024-10-23 16:40:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 623
[2024-10-23 16:40:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:40:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926e1e5eb7-pazf1k.tmp
